        CG/HBCS        CG/ScaleStar
1        40.44        0.22
2        41.53        0.10
3        28.61        8.48
4        9.40        17.55
5        -0.04        23.44
6        1.96        27.43
7        3.61        30.31
8        4.81        32.50
9        5.32        34.21
10        6.15        35.58
11        6.78        36.72
12        7.16        37.66
13        7.48        38.47
14        7.63        39.16
15        8.01        39.79
16        8.27        40.31
17        8.41        40.81
18        8.63        41.24
19        8.60        41.63
20        0.00        41.96
