        CG/HBCS        CG/ScaleStar
1        13.45        8.66
2        17.20        0.89
3        29.18        0.98
4        24.71        0.72
5        2.30        2.30
6        15.15        6.90
7        5.17        0.00
8        1.25        0.00
9        -1.86        1.85
10        5.25        2.70
11        8.18        2.60
12        7.76        2.37
13        11.26        6.07
14        7.79        8.09
15        11.13        11.41
16        12.72        13.00
17        10.96        14.93
18        10.10        16.15
19        12.65        18.52
20        0.00        19.43
