        CG/HBCS        CG/ScaleStar
1        32.17        0.06
2        40.97        0.02
3        32.79        1.51
4        7.52        11.47
5        1.44        18.07
6        1.40        22.87
7        3.83        26.34
8        4.66        29.05
9        5.44        31.13
10        7.00        32.79
11        7.52        34.15
12        8.13        35.30
13        8.23        36.23
14        8.51        37.08
15        9.21        37.87
16        9.45        38.49
17        9.59        39.09
18        9.80        39.62
19        9.97        40.09
20        10.00        40.49
