        CG/HBCS        CG/ScaleStar
1        34.21        0.11
2        40.33        -0.06
3        30.37        1.33
4        6.30        11.44
5        -0.16        17.93
6        1.41        22.84
7        3.69        26.35
8        4.83        29.03
9        6.00        31.08
10        6.55        32.74
11        7.41        34.13
12        8.24        35.26
13        8.35        36.22
14        8.62        37.07
15        9.16        37.84
16        9.47        38.46
17        9.68        39.05
18        9.72        39.58
19        9.93        40.07
20        0.00        40.47
