        CG/HBCS        CG/ScaleStar
1        21.79        1.30
2        22.16        0.25
3        28.48        0.29
4        24.38        0.01
5        12.41        0.39
6        3.67        0.47
7        1.72        5.68
8        4.10        10.66
9        5.90        14.49
10        8.24        17.68
11        8.74        20.23
12        8.66        22.30
13        9.81        24.19
14        11.14        25.79
15        11.89        27.20
16        13.16        28.50
17        13.62        29.62
18        14.37        30.65
19        14.37        31.50
20        0.00        32.34
