        CG/HBCS        CG/ScaleStar
1        32.22        -0.15
2        34.66        0.38
3        32.11        0.02
4        10.23        0.13
5        8.68        4.65
6        0.89        11.05
7        1.68        16.07
8        4.69        19.83
9        6.09        22.69
10        7.92        25.25
11        8.87        27.09
12        9.43        28.91
13        9.78        30.28
14        10.36        31.53
15        11.14        32.64
16        11.88        33.50
17        11.84        34.42
18        12.39        35.17
19        12.97        35.86
20        0.00        36.51
