        CG/HBCS        CG/ScaleStar
1        33.18        0.01
2        36.49        -0.56
3        31.23        -0.28
4        18.41        7.33
5        0.12        14.88
6        0.88        20.13
7        2.88        23.68
8        4.93        26.62
9        6.23        28.97
10        7.34        30.81
11        7.32        32.35
12        8.18        33.61
13        8.68        34.74
14        9.56        35.73
15        9.64        36.56
16        10.01        37.26
17        10.26        37.92
18        10.54        38.49
19        10.92        39.03
20        0.00        39.47
