        CG/HBCS        CG/ScaleStar
1        35.15        0.16
2        40.69        0.06
3        29.88        3.46
4        11.12        13.62
5        0.86        20.02
6        1.91        24.36
7        3.00        27.51
8        4.47        30.05
9        5.68        31.95
10        6.62        33.55
11        7.07        34.91
12        7.67        36.03
13        8.25        36.95
14        8.43        37.76
15        8.65        38.45
16        8.89        39.08
17        9.11        39.63
18        9.24        40.11
19        9.66        40.58
20        0.00        40.95
