        CG/HBCS        CG/ScaleStar
1        10.98        0.04
2        21.72        0.37
3        19.35        0.37
4        16.82        0.85
5        13.29        0.32
6        11.30        0.25
7        3.17        0.38
8        2.41        1.16
9        1.99        5.09
10        4.04        9.04
11        7.41        12.42
12        8.94        14.92
13        9.89        17.07
14        11.11        19.38
15        12.99        21.21
16        13.40        22.66
17        12.92        24.19
18        14.07        25.47
19        14.26        26.63
20        0.00        27.76
