        CG/HBCS        CG/ScaleStar
1        33.80        0.03
2        38.98        0.01
3        31.28        -1.51
4        9.70        9.46
5        1.73        16.68
6        1.19        21.65
7        3.78        25.26
8        5.19        27.96
9        6.02        30.04
10        6.50        31.80
11        7.68        33.28
12        8.22        34.51
13        8.87        35.58
14        9.42        36.46
15        9.55        37.22
16        9.60        37.91
17        9.96        38.52
18        10.00        39.08
19        10.14        39.60
20        0.00        40.04
