        CG/HBCS        CG/ScaleStar
1        32.32        -0.02
2        35.92        0.16
3        29.16        0.06
4        20.82        4.84
5        2.59        12.94
6        1.00        17.76
7        2.81        22.08
8        4.43        25.25
9        5.94        27.64
10        7.06        29.59
11        8.26        31.27
12        9.12        32.68
13        9.40        33.77
14        9.54        34.81
15        9.93        35.71
16        10.42        36.49
17        10.50        37.14
18        10.78        37.77
19        10.69        38.34
20        0.00        38.86
