        CG/HBCS        CG/ScaleStar
1        40.98        0.19
2        41.09        0.05
3        29.16        10.10
4        1.62        19.07
5        0.08        24.67
6        2.32        28.38
7        3.58        31.11
8        4.38        33.14
9        5.52        34.79
10        6.10        36.11
11        6.41        37.18
12        6.89        38.10
13        7.35        38.91
14        7.68        39.58
15        7.96        40.16
16        8.06        40.67
17        8.03        41.14
18        8.25        41.53
19        8.27        41.91
20        0.00        42.23
