        CG/HBCS        CG/ScaleStar
1        41.44        0.09
2        40.47        0.05
3        29.45        10.10
4        1.71        19.16
5        0.08        24.72
6        2.28        28.44
7        3.46        31.12
8        4.32        33.17
9        5.43        34.81
10        6.17        36.15
11        6.67        37.24
12        6.99        38.12
13        7.40        38.95
14        7.76        39.62
15        7.86        40.19
16        8.17        40.71
17        8.13        41.16
18        8.23        41.57
19        8.30        41.93
20        0.00        42.26
