        CG/HBCS        CG/ScaleStar
1        33.12        0.07
2        37.11        -0.62
3        30.65        0.09
4        19.74        7.25
5        0.14        14.86
6        0.97        20.14
7        2.67        23.64
8        4.81        26.63
9        6.19        28.97
10        7.25        30.84
11        7.85        32.37
12        8.12        33.57
13        8.91        34.74
14        9.57        35.72
15        9.92        36.55
16        10.26        37.23
17        10.41        37.89
18        10.60        38.46
19        10.78        39.00
20        0.00        39.47
