        CG/HBCS        CG/ScaleStar
1        31.16        -1.28
2        32.53        0.03
3        33.89        -0.60
4        21.63        0.17
5        6.36        1.68
6        0.73        7.97
7        1.51        13.50
8        2.99        17.23
9        5.72        20.64
10        7.45        23.02
11        8.55        25.38
12        9.75        27.05
13        10.30        28.74
14        10.88        29.98
15        11.44        31.22
16        11.68        32.24
17        12.08        33.18
18        13.09        34.02
19        13.13        34.76
20        0.00        35.44
