        CG/HBCS        CG/ScaleStar
1        38.26        0.15
2        41.67        0.01
3        25.78        7.03
4        10.63        16.30
5        0.33        22.32
6        1.74        26.40
7        3.50        29.43
8        4.98        31.71
9        5.71        33.52
10        6.05        34.92
11        6.97        36.15
12        7.33        37.16
13        7.62        38.00
14        7.85        38.73
15        8.11        39.36
16        8.37        39.96
17        8.76        40.46
18        8.96        40.92
19        9.20        41.33
20        0.00        41.68
