        CG/HBCS        CG/ScaleStar
1        36.45        0.23
2        41.65        0.01
3        26.61        5.25
4        13.59        15.14
5        0.46        21.38
6        1.98        25.60
7        3.43        28.69
8        4.94        31.04
9        5.99        32.89
10        6.70        34.37
11        7.14        35.64
12        7.75        36.70
13        8.01        37.57
14        8.29        38.33
15        8.68        39.00
16        8.79        39.59
17        8.88        40.10
18        9.17        40.57
19        9.28        41.00
20        0.00        41.36
