        CG/HBCS        CG/ScaleStar
1        12.50        0.82
2        19.67        -0.26
3        18.78        -0.06
4        11.81        0.48
5        16.35        1.51
6        10.37        0.09
7        4.53        0.48
8        0.77        0.51
9        1.35        1.37
10        1.67        3.58
11        3.79        6.77
12        4.24        9.36
13        7.55        13.19
14        9.61        15.12
15        11.22        16.73
16        12.20        18.68
17        14.38        20.70
18        14.50        22.10
19        15.96        23.43
20        0.00        24.71
