        CG/HBCS        CG/ScaleStar
1        33.28        0.19
2        39.82        0.01
3        30.96        1.36
4        10.28        11.59
5        1.51        18.03
6        1.28        22.90
7        3.51        26.44
8        4.90        29.08
9        5.56        31.16
10        6.59        32.81
11        7.62        34.16
12        7.97        35.33
13        8.42        36.29
14        8.53        37.13
15        9.11        37.87
16        9.41        38.50
17        9.56        39.08
18        9.73        39.61
19        9.87        40.10
20        0.00        40.48
