        CG/HBCS        CG/ScaleStar
1        34.88        0.12
2        40.94        -0.02
3        30.23        3.41
4        11.65        13.62
5        0.29        20.10
6        2.29        24.46
7        3.49        27.66
8        4.65        30.08
9        5.67        32.04
10        6.59        33.60
11        7.18        34.96
12        7.98        36.07
13        8.01        36.98
14        8.59        37.79
15        8.97        38.49
16        9.03        39.12
17        9.21        39.67
18        9.39        40.17
19        9.66        40.62
20        0.00        41.00
