        CG/HBCS        CG/ScaleStar
1        37.65        0.15
2        40.42        0.14
3        27.03        5.15
4        12.05        15.11
5        0.16        21.26
6        2.27        25.48
7        3.28        28.59
8        4.87        30.99
9        5.94        32.82
10        6.54        34.35
11        6.94        35.58
12        7.47        36.66
13        7.81        37.52
14        8.28        38.28
15        8.52        38.96
16        8.78        39.53
17        8.98        40.08
18        9.08        40.54
19        9.43        40.97
20        0.00        41.32
