        CG/HBCS        CG/ScaleStar
1        41.09        0.08
2        40.18        0.06
3        30.09        9.98
4        4.84        19.22
5        0.24        24.69
6        2.38        28.42
7        3.33        31.12
8        4.72        33.17
9        5.53        34.77
10        6.02        36.13
11        6.44        37.20
12        6.98        38.12
13        7.33        38.92
14        7.66        39.58
15        7.81        40.18
16        7.95        40.67
17        8.26        41.14
18        8.33        41.55
19        8.47        41.92
20        0.00        42.24
