        CG/HBCS        CG/ScaleStar
1        35.51        0.14
2        41.19        0.01
3        28.50        3.28
4        7.65        13.57
5        -0.09        19.96
6        2.06        24.38
7        3.42        27.52
8        4.54        29.93
9        5.67        31.93
10        6.57        33.49
11        7.27        34.84
12        7.59        35.94
13        8.31        36.89
14        8.64        37.70
15        8.91        38.41
16        9.02        39.03
17        9.15        39.59
18        9.34        40.08
19        9.50        40.53
20        0.00        40.91
