        CG/HBCS        CG/ScaleStar
1        36.90        0.13
2        41.25        0.10
3        28.22        5.12
4        16.04        15.09
5        0.21        21.28
6        2.34        25.49
7        3.53        28.61
8        4.84        30.96
9        5.67        32.78
10        6.40        34.32
11        7.11        35.58
12        7.61        36.59
13        8.05        37.49
14        8.20        38.26
15        8.43        38.93
16        8.65        39.51
17        8.94        40.04
18        9.22        40.51
19        9.35        40.94
20        0.00        41.28
