        CG/HBCS        CG/ScaleStar
1        39.20        0.13
2        41.05        0.06
3        26.05        7.16
4        13.06        16.61
5        0.24        22.49
6        1.37        26.59
7        3.52        29.54
8        4.33        31.84
9        5.50        33.62
10        6.39        35.08
11        6.98        36.27
12        7.20        37.25
13        7.66        38.12
14        7.99        38.82
15        8.21        39.47
16        8.41        40.05
17        8.79        40.56
18        8.96        41.02
19        9.07        41.41
20        0.00        41.76
