        CG/HBCS        CG/ScaleStar
1        32.89        -0.08
2        34.20        0.27
3        31.93        0.02
4        12.29        0.13
5        4.80        4.52
6        -0.31        10.73
7        1.92        15.94
8        4.98        19.76
9        6.45        22.56
10        7.57        25.17
11        8.03        26.97
12        8.85        28.77
13        9.53        30.17
14        10.25        31.46
15        11.19        32.55
16        11.70        33.48
17        11.91        34.36
18        12.26        35.12
19        12.79        35.82
20        0.00        36.46
