        CG/HBCS        CG/ScaleStar
1        33.74        0.06
2        40.85        0.10
3        30.72        1.58
4        8.07        11.81
5        3.42        18.16
6        1.46        23.03
7        3.88        26.50
8        4.65        29.16
9        5.48        31.25
10        6.82        32.90
11        7.59        34.28
12        7.94        35.38
13        8.37        36.37
14        8.76        37.19
15        8.89        37.95
16        9.32        38.59
17        9.30        39.18
18        9.57        39.71
19        9.95        40.19
20        9.88        40.57
