        CG/HBCS        CG/ScaleStar
1        33.80        0.08
2        40.37        0.06
3        31.11        1.40
4        9.07        11.26
5        0.05        17.98
6        1.20        22.82
7        3.34        26.37
8        4.56        29.04
9        5.92        31.15
10        6.71        32.78
11        7.48        34.13
12        7.93        35.28
13        8.35        36.23
14        8.63        37.10
15        9.10        37.85
16        9.36        38.50
17        9.62        39.09
18        9.92        39.62
19        9.99        40.10
20        0.00        40.51
