        CG/HBCS        CG/ScaleStar
1        33.64        0.06
2        36.74        0.96
3        29.79        0.08
4        19.67        4.96
5        0.87        13.20
6        1.03        18.12
7        2.75        22.20
8        4.44        25.46
9        5.98        27.84
10        7.17        29.78
11        7.82        31.43
12        8.50        32.82
13        9.09        33.89
14        9.50        34.93
15        10.13        35.82
16        10.15        36.63
17        10.54        37.27
18        10.95        37.88
19        11.17        38.50
20        11.08        38.98
