        CG/HBCS        CG/ScaleStar
1        33.03        0.03
2        35.25        -0.53
3        31.82        0.08
4        18.37        7.46
5        1.57        14.95
6        1.01        20.20
7        2.67        23.66
8        4.76        26.71
9        6.38        29.07
10        7.34        30.93
11        7.53        32.44
12        8.22        33.65
13        8.98        34.79
14        9.22        35.77
15        9.69        36.61
16        10.02        37.30
17        10.46        37.96
18        10.30        38.52
19        10.74        39.06
20        0.00        39.53
