        CG/HBCS        CG/ScaleStar
1        40.20        0.16
2        41.19        -0.01
3        30.30        8.64
4        8.63        17.62
5        -0.05        23.38
6        1.74        27.39
7        3.71        30.32
8        4.54        32.55
9        5.41        34.23
10        6.28        35.63
11        6.80        36.74
12        7.01        37.68
13        7.42        38.50
14        7.89        39.20
15        8.04        39.79
16        8.33        40.35
17        8.55        40.82
18        8.56        41.27
19        8.76        41.66
20        0.00        41.99
