        CG/HBCS        CG/ScaleStar
1        35.19        0.07
2        41.54        -0.02
3        29.02        3.28
4        10.80        13.54
5        -0.04        19.96
6        2.16        24.38
7        3.27        27.45
8        4.44        29.93
9        5.82        31.89
10        6.80        33.46
11        7.30        34.86
12        7.66        35.98
13        8.10        36.86
14        8.46        37.70
15        8.84        38.39
16        9.27        39.03
17        9.23        39.58
18        9.56        40.07
19        9.70        40.54
20        0.00        40.91
