        CG/HBCS        CG/ScaleStar
1        37.66        0.13
2        41.82        0.06
3        27.95        5.18
4        14.75        15.02
5        0.29        21.27
6        1.91        25.55
7        3.39        28.65
8        5.00        31.01
9        5.71        32.85
10        6.28        34.35
11        7.14        35.62
12        7.75        36.61
13        7.86        37.53
14        8.20        38.28
15        8.30        38.97
16        8.58        39.54
17        8.89        40.06
18        8.99        40.53
19        9.26        40.97
20        0.00        41.33
