        CG/HBCS        CG/ScaleStar
1        32.09        0.16
2        34.90        0.25
3        31.79        0.05
4        9.69        0.08
5        4.75        4.67
6        3.81        10.75
7        2.13        16.04
8        4.64        19.93
9        6.37        22.65
10        7.75        25.14
11        8.55        27.00
12        10.01        28.82
13        9.92        30.23
14        10.44        31.48
15        10.94        32.62
16        11.61        33.50
17        12.26        34.38
18        12.77        35.14
19        12.95        35.85
20        0.00        36.49
