        CG/HBCS        CG/ScaleStar
1        40.21        0.17
2        40.61        0.03
3        29.85        8.37
4        9.96        17.56
5        -0.17        23.35
6        1.93        27.41
7        3.58        30.34
8        4.63        32.55
9        5.53        34.22
10        6.26        35.61
11        6.96        36.74
12        7.10        37.67
13        7.41        38.48
14        7.79        39.17
15        7.98        39.78
16        8.20        40.34
17        8.40        40.81
18        8.52        41.26
19        8.80        41.64
20        0.00        41.96
