        CG/HBCS        CG/ScaleStar
1        18.02        0.64
2        23.15        0.17
3        15.61        0.47
4        25.03        2.88
5        22.39        0.33
6        3.90        0.35
7        0.31        1.31
8        2.01        5.96
9        3.36        9.47
10        6.92        13.98
11        8.12        16.54
12        10.05        19.23
13        11.37        21.28
14        11.44        22.95
15        11.58        24.71
16        11.43        25.99
17        12.59        26.96
18        13.72        28.36
19        14.09        29.32
20        0.00        30.27
