        CG/HBCS        CG/ScaleStar
1        33.38        0.21
2        39.90        0.06
3        31.18        1.47
4        8.63        11.64
5        3.10        17.94
6        1.60        22.79
7        3.77        26.36
8        4.83        29.04
9        6.03        31.11
10        6.85        32.77
11        7.55        34.13
12        8.15        35.30
13        8.27        36.26
14        8.71        37.11
15        9.36        37.84
16        9.56        38.48
17        9.79        39.07
18        9.85        39.60
19        10.13        40.08
20        0.00        40.48
