        CG/HBCS        CG/ScaleStar
1        31.78        0.17
2        34.30        0.31
3        27.81        0.03
4        9.38        -1.90
5        9.68        7.66
6        0.51        14.03
7        2.65        18.13
8        5.14        21.83
9        6.43        24.69
10        7.78        26.79
11        7.86        28.78
12        8.99        30.27
13        9.71        31.53
14        10.40        32.79
15        11.03        33.77
16        11.22        34.64
17        11.59        35.50
18        11.32        36.11
19        11.61        36.79
20        0.00        37.36
