        CG/HBCS        CG/ScaleStar
1        17.67        2.52
2        24.16        0.29
3        17.15        0.39
4        21.81        2.96
5        26.34        0.08
6        13.19        1.01
7        0.38        1.17
8        1.22        6.04
9        3.60        10.19
10        7.58        13.99
11        7.79        16.43
12        9.87        19.18
13        10.77        21.27
14        10.89        22.90
15        12.09        24.64
16        12.13        25.89
17        12.95        27.12
18        14.39        28.33
19        14.68        29.32
20        0.00        30.33
