        CG/HBCS        CG/ScaleStar
1        34.04        0.08
2        39.41        -0.10
3        30.37        1.39
4        3.47        11.49
5        4.40        18.20
6        1.67        22.94
7        3.65        26.39
8        4.90        29.08
9        5.76        31.11
10        6.86        32.81
11        7.36        34.17
12        8.12        35.31
13        8.19        36.27
14        8.79        37.12
15        9.13        37.86
16        9.41        38.51
17        9.74        39.10
18        9.86        39.62
19        9.93        40.12
20        0.00        40.51
