        CG/HBCS        CG/ScaleStar
1        34.24        0.15
2        40.65        0.01
3        29.26        3.32
4        9.60        13.59
5        0.03        19.99
6        2.11        24.34
7        3.54        27.54
8        4.66        30.01
9        5.98        32.01
10        6.64        33.50
11        7.08        34.87
12        7.67        35.94
13        7.93        36.87
14        8.50        37.73
15        8.78        38.42
16        9.10        39.04
17        9.15        39.60
18        9.51        40.09
19        9.75        40.54
20        0.00        40.92
