        CG/HBCS        CG/ScaleStar
1        20.46        0.67
2        24.82        0.31
3        28.35        0.63
4        28.10        -0.02
5        20.20        0.10
6        -0.35        0.57
7        1.04        6.26
8        2.98        10.39
9        5.77        15.02
10        6.97        17.60
11        8.64        20.66
12        9.55        22.55
13        9.54        24.49
14        11.16        26.18
15        11.37        27.37
16        13.01        28.86
17        13.83        29.83
18        14.13        30.98
19        14.93        31.88
20        15.47        32.69
