        CG/HBCS        CG/ScaleStar
1        34.39        0.10
2        40.52        0.04
3        31.34        1.59
4        10.59        11.61
5        -0.10        18.13
6        1.50        22.90
7        3.56        26.40
8        4.90        29.08
9        5.73        31.16
10        6.73        32.86
11        7.59        34.21
12        8.08        35.35
13        8.22        36.31
14        8.75        37.15
15        9.14        37.91
16        9.44        38.56
17        9.57        39.13
18        9.86        39.67
19        9.95        40.15
20        0.00        40.54
