        CG/HBCS        CG/ScaleStar
1        33.19        0.15
2        37.22        -0.98
3        31.33        -1.04
4        17.56        7.33
5        1.64        14.98
6        1.09        20.23
7        2.79        23.75
8        4.81        26.70
9        6.32        29.08
10        7.03        30.98
11        7.47        32.44
12        8.06        33.70
13        8.77        34.81
14        9.54        35.83
15        9.74        36.64
16        10.06        37.35
17        10.03        38.01
18        10.19        38.56
19        10.64        39.11
20        10.95        39.56
