        CG/HBCS        CG/ScaleStar
1        33.86        0.14
2        40.47        0.02
3        31.19        1.40
4        6.36        11.69
5        1.90        18.11
6        1.49        22.89
7        3.85        26.41
8        5.06        29.05
9        5.87        31.07
10        6.76        32.76
11        7.65        34.11
12        8.08        35.24
13        8.22        36.19
14        8.76        37.05
15        9.12        37.79
16        9.13        38.43
17        9.42        39.03
18        9.71        39.56
19        10.08        40.04
20        0.00        40.44
