        CG/HBCS        CG/ScaleStar
1        12.91        0.22
2        23.16        -0.03
3        15.83        0.27
4        6.68        0.49
5        14.14        0.29
6        13.61        0.31
7        3.86        0.63
8        0.27        1.07
9        2.13        4.98
10        4.07        8.46
11        7.50        12.47
12        9.75        14.92
13        11.26        17.32
14        12.11        19.20
15        12.94        21.10
16        14.46        22.67
17        14.92        23.93
18        15.04        25.39
19        16.33        26.52
20        0.00        27.76
