        CG/HBCS        CG/ScaleStar
1        12.19        1.42
2        25.05        0.22
3        19.33        0.34
4        13.71        1.70
5        18.36        0.09
6        5.95        -0.08
7        2.53        0.24
8        9.33        1.03
9        1.82        5.10
10        3.85        8.53
11        6.70        12.61
12        8.91        15.00
13        9.39        17.10
14        12.17        19.64
15        14.04        21.35
16        14.56        22.66
17        13.72        24.09
18        13.73        25.48
19        14.13        26.62
20        0.00        27.68
