        CG/HBCS        CG/ScaleStar
1        15.76        1.89
2        21.74        0.15
3        15.02        0.10
4        17.85        0.00
5        21.37        0.12
6        11.79        0.90
7        0.05        1.47
8        1.97        6.04
9        5.14        10.36
10        7.00        14.04
11        9.09        16.80
12        10.71        19.32
13        11.39        21.31
14        11.74        23.17
15        12.27        24.83
16        12.36        26.12
17        13.08        27.30
18        13.85        28.49
19        14.39        29.45
20        0.00        30.43
