        CG/HBCS        CG/ScaleStar
1        32.47        0.01
2        35.18        0.20
3        24.28        0.05
4        21.72        2.37
5        4.60        9.74
6        1.24        16.09
7        3.63        20.41
8        4.57        23.41
9        5.63        26.17
10        7.12        28.38
11        7.88        29.90
12        9.22        31.49
13        10.01        32.80
14        10.36        33.77
15        10.21        34.77
16        10.96        35.62
17        10.87        36.34
18        11.47        37.00
19        11.54        37.62
20        0.00        38.16
