        CG/HBCS        CG/ScaleStar
1        33.59        0.01
2        35.20        -0.62
3        29.81        -1.40
4        15.25        7.40
5        0.41        15.19
6        1.12        20.42
7        2.65        23.74
8        4.71        26.79
9        6.40        29.21
10        7.21        31.08
11        7.72        32.65
12        8.04        33.80
13        9.01        34.92
14        9.37        35.90
15        9.80        36.74
16        10.20        37.41
17        10.36        38.11
18        10.57        38.67
19        10.84        39.20
20        0.00        39.66
