        CG/HBCS        CG/ScaleStar
1        31.54        0.14
2        34.59        0.14
3        28.37        0.07
4        13.35        -0.68
5        15.14        7.63
6        0.65        13.95
7        2.94        18.21
8        5.34        21.81
9        6.02        24.72
10        7.44        26.79
11        7.94        28.78
12        9.14        30.27
13        9.78        31.57
14        10.64        32.76
15        10.86        33.75
16        11.24        34.64
17        11.75        35.47
18        11.49        36.12
19        12.10        36.80
20        12.06        37.36
