        CG/HBCS        CG/ScaleStar
1        32.73        0.07
2        37.99        -0.30
3        31.48        -0.16
4        17.70        7.45
5        4.94        15.04
6        1.05        20.29
7        2.79        23.79
8        4.82        26.67
9        6.18        29.06
10        7.21        30.95
11        7.67        32.51
12        8.19        33.66
13        8.94        34.81
14        9.65        35.80
15        10.02        36.63
16        10.24        37.33
17        10.18        37.99
18        10.39        38.56
19        10.69        39.08
20        0.00        39.54
