        CG/HBCS        CG/ScaleStar
1        32.95        -0.06
2        33.88        0.15
3        31.09        -0.02
4        11.52        -0.06
5        2.68        4.67
6        0.24        10.92
7        1.97        16.00
8        4.48        19.83
9        6.87        22.70
10        8.06        25.22
11        8.55        27.09
12        9.41        28.88
13        9.48        30.19
14        10.57        31.45
15        11.28        32.61
16        11.25        33.47
17        12.04        34.40
18        12.58        35.16
19        12.92        35.84
20        0.00        36.48
