        CG/HBCS        CG/ScaleStar
1        35.87        0.18
2        40.91        -0.07
3        30.50        3.26
4        8.44        13.52
5        0.16        19.95
6        2.27        24.33
7        3.42        27.48
8        4.65        29.92
9        5.76        31.86
10        6.95        33.49
11        7.20        34.80
12        7.55        35.89
13        8.16        36.83
14        8.50        37.68
15        8.99        38.39
16        9.18        39.01
17        9.31        39.56
18        9.57        40.07
19        9.74        40.52
20        0.00        40.89
