        CG/HBCS        CG/ScaleStar
1        6.20        -0.15
2        26.26        1.20
3        17.29        1.27
4        10.55        0.17
5        1.73        1.73
6        0.45        0.21
7        1.92        0.04
8        2.76        0.50
9        -0.33        -1.21
10        1.90        3.06
11        2.85        6.64
12        4.24        8.64
13        7.96        12.92
14        10.15        14.99
15        12.08        16.82
16        12.80        18.15
17        14.27        20.33
18        14.23        21.60
19        15.90        23.13
20        0.00        24.46
