        CG/HBCS        CG/ScaleStar
1        0.63        7.06
2        -14.55        -47.09
3        28.69        1.74
4        27.96        6.61
5        8.65        7.27
6        -15.12        -19.45
7        3.01        1.15
8        7.13        -0.57
9        5.08        9.29
10        6.07        10.03
11        10.48        4.37
12        4.62        4.25
13        8.85        9.81
14        8.91        12.90
15        12.80        16.62
16        8.37        12.38
17        11.85        15.71
18        10.95        19.42
19        10.95        19.42
20        0.00        19.42
