        CG/HBCS        CG/ScaleStar
1        36.92        0.11
2        41.05        0.07
3        27.64        5.13
4        15.04        15.08
5        0.27        21.28
6        2.28        25.48
7        3.32        28.58
8        4.77        30.94
9        5.83        32.82
10        6.61        34.36
11        7.13        35.57
12        7.76        36.62
13        7.85        37.48
14        8.26        38.27
15        8.50        38.94
16        8.67        39.53
17        8.98        40.05
18        9.19        40.51
19        9.31        40.95
20        0.00        41.31
