        CG/HBCS        CG/ScaleStar
1        11.27        0.23
2        26.18        0.00
3        20.49        -0.54
4        14.18        0.23
5        14.61        -1.26
6        4.04        0.00
7        0.39        -0.27
8        0.86        0.05
9        1.37        1.32
10        2.50        2.88
11        3.84        6.38
12        5.29        9.62
13        8.31        12.50
14        10.62        14.71
15        11.37        16.36
16        13.22        18.34
17        13.75        20.12
18        14.41        21.59
19        15.83        22.89
20        0.00        24.29
