        CG/HBCS        CG/ScaleStar
1        33.40        0.08
2        35.43        0.37
3        23.92        0.13
4        16.05        2.44
5        5.44        10.00
6        1.01        16.07
7        3.64        20.55
8        4.60        23.59
9        5.48        26.17
10        7.11        28.40
11        7.94        29.98
12        9.03        31.52
13        9.75        32.82
14        10.48        33.88
15        10.49        34.87
16        10.80        35.68
17        11.30        36.37
18        11.45        37.03
19        11.99        37.67
20        0.00        38.20
