        CG/HBCS        CG/ScaleStar
1        38.74        0.16
2        41.19        0.08
3        28.68        7.08
4        14.27        16.43
5        0.20        22.41
6        1.54        26.49
7        3.35        29.51
8        4.52        31.79
9        5.36        33.57
10        6.12        35.00
11        6.85        36.22
12        7.11        37.21
13        7.70        38.05
14        8.04        38.77
15        8.54        39.44
16        8.50        40.00
17        8.70        40.53
18        8.68        40.97
19        8.93        41.39
20        0.00        41.73
