        CG/HBCS        CG/ScaleStar
1        33.88        0.17
2        42.01        -0.05
3        30.22        3.32
4        11.32        13.52
5        0.60        19.92
6        2.12        24.37
7        3.33        27.51
8        4.47        29.94
9        5.86        31.92
10        6.76        33.46
11        7.32        34.82
12        7.45        35.92
13        8.13        36.87
14        8.50        37.67
15        8.60        38.36
16        9.26        39.00
17        9.37        39.55
18        9.46        40.05
19        9.58        40.50
20        0.00        40.89
