        CG/HBCS        CG/ScaleStar
1        32.98        0.13
2        35.04        -0.45
3        32.25        -0.67
4        16.67        7.40
5        0.09        14.94
6        1.11        20.22
7        2.50        23.63
8        4.90        26.63
9        6.46        29.04
10        7.17        30.91
11        7.77        32.40
12        8.41        33.66
13        8.83        34.75
14        9.39        35.76
15        9.92        36.58
16        10.10        37.31
17        10.24        37.95
18        10.37        38.51
19        10.52        39.05
20        0.00        39.52
