        CG/HBCS        CG/ScaleStar
1        0.00        0.00
2        15.97        10.99
3        9.82        -1.33
4        15.51        0.00
5        18.04        4.41
6        23.90        8.33
7        8.10        0.00
8        1.41        0.00
9        5.86        1.01
10        10.36        2.07
11        8.15        4.97
12        7.59        2.03
13        9.74        6.03
14        7.92        9.71
15        6.97        11.52
16        8.66        13.13
17        10.81        15.17
18        12.71        16.98
19        15.28        19.43
20        0.00        19.43
