        CG/HBCS        CG/ScaleStar
1        39.27        0.15
2        41.12        0.03
3        28.87        7.06
4        15.31        16.44
5        0.32        22.35
6        1.64        26.45
7        3.61        29.48
8        4.70        31.67
9        5.24        33.47
10        6.23        34.96
11        7.00        36.14
12        7.49        37.13
13        7.54        37.97
14        7.95        38.70
15        8.22        39.37
16        8.62        39.93
17        8.69        40.44
18        8.77        40.89
19        8.73        41.31
20        0.00        41.64
